time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2021-10-16T13:59:04Z,483,0,0,0,0,0,4068516,4013,922197,108,0,0,0,0,0,5514,81,0,0,0,0,0,2713,81,14,0,20,12,77,2804,10,0,0,0,0, ,0,0,0,0,0,0,2681,7,0,0,8599917040,12,8599674197,1,47,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1634392743877,3145728,0,0,0,147,1,13,1,7,1,0,0,3,2,0,0,147,1,368640,93,242965,1,0,70,18430509,1642,0,0,0,0,0,0,0,0,7,77,96256000,1,0,0,0,0,0,0,5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T14:16:08Z,644,0,0,0,0,0,3540453,4757,393973,108,0,0,0,0,0,2702,34,0,0,0,0,0,1318,35,14,0,16,6,38,1384,10,0,0,0,0, ,0,0,0,0,0,0,1251,7,0,0,12885409599,13,12885306947,1,20,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1634393768029,3145728,0,0,0,74,1,11,1,7,1,0,0,3,2,0,0,74,1,264192,60,0,0,0,28,6072898,680,104457,1,0,0,0,0,0,0,7,79,91910368,1,0,0,0,0,0,0,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T14:29:25Z,644,0,0,0,0,0,3467369,4757,320997,0,0,0,0,0,0,1522,26,0,0,0,0,0,734,27,13,0,13,4,33,790,10,0,0,0,0, ,0,0,0,0,0,0,645,6,0,0,12885726643,14,12885641020,1,14,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1634394564712,3145728,0,0,0,64,1,15,1,6,1,0,0,3,2,0,0,64,0,104448,36,0,0,0,23,3476286,458,88150,1,0,0,0,0,0,0,7,94,89321136,1,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T14:31:47Z,644,0,0,0,0,0,3661493,4757,514933,296,0,0,0,0,0,2675,43,0,0,0,0,0,1306,43,14,0,14,6,45,1372,11,0,0,0,0, ,0,0,0,0,0,0,1233,7,0,0,12886278321,15,12886143112,1,26,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1634394706675,3145728,0,0,0,93,1,12,1,8,1,0,0,3,2,0,0,93,1,207872,61,135331,1,0,39,5396712,617,0,0,0,0,0,0,0,0,7,72,89290384,1,0,0,0,0,0,0,2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T14:32:43Z,644,0,0,0,0,0,3570933,4757,424453,108,0,0,0,0,0,2078,35,0,0,0,0,0,1010,35,14,0,13,6,39,1072,11,0,0,0,0, ,0,0,0,0,0,0,939,7,0,0,12886715422,16,12886631173,1,23,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1634394763281,3145728,0,0,0,76,1,10,1,8,1,0,0,3,2,0,0,76,1,131072,43,84371,1,0,31,5827218,701,0,0,0,0,0,0,0,0,7,72,86995456,1,0,0,0,0,0,0,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T14:45:10Z,644,0,0,0,0,0,3294753,4757,148165,216,0,0,0,0,0,879,12,0,0,0,0,0,418,12,12,0,10,1,22,463,11,0,0,0,0, ,0,0,0,0,0,0,314,5,0,0,12886867943,17,12886812162,1,3,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1634395510214,3145728,0,0,0,41,1,13,1,8,1,0,0,3,2,0,0,41,1,44032,18,55903,1,0,8,3459210,411,0,0,0,0,0,0,0,0,7,76,87822848,1,0,0,0,0,0,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T14:46:37Z,644,0,0,0,0,0,3659801,4757,513213,216,0,0,0,0,0,2658,40,0,0,0,0,0,1299,40,14,0,12,4,45,1362,11,0,0,0,0, ,0,0,0,0,0,0,1224,7,0,0,12887411300,18,12887264028,1,24,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1634395597267,3145728,0,0,0,87,1,4,1,8,1,0,0,3,2,0,0,87,1,151552,47,147394,1,0,38,6049659,722,0,0,0,0,0,0,0,0,7,66,87690192,1,0,0,0,0,0,0,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T14:49:07Z,644,0,0,0,0,0,3527265,4757,380597,296,0,0,0,0,0,2887,32,0,0,0,0,0,1411,33,14,0,16,6,37,1479,11,0,0,0,0, ,0,0,0,0,0,0,1332,7,0,0,12887986113,19,12887869366,1,17,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1634395747295,3145728,0,0,0,70,1,8,1,7,1,0,0,3,2,0,0,70,1,98304,30,118554,1,0,27,7833724,847,0,0,0,0,0,0,0,0,7,74,89874432,2,0,0,0,0,0,0,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:20:45Z,644,0,0,0,0,0,3543337,4757,396749,216,0,0,0,0,0,4232,34,0,0,0,0,0,2079,34,14,0,17,8,36,2157,11,0,0,0,0, ,0,0,0,0,0,0,2017,7,0,0,12888811133,20,12888688888,1,16,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1634397645169,3145728,0,0,0,68,1,8,1,7,1,0,0,3,2,0,0,68,1,65536,23,122367,1,0,26,10324212,1082,0,0,0,0,0,0,0,0,7,112,94599656,2,0,0,0,0,0,0,4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:23:03Z,644,0,0,0,0,0,3310093,4757,163613,108,0,0,0,0,0,2039,17,0,0,0,0,0,991,17,11,0,14,5,20,1052,11,0,0,0,0, ,0,0,0,0,0,0,910,4,0,0,12889186126,21,12889119789,1,3,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1634397783061,3145728,0,0,0,43,1,7,1,7,1,0,0,3,2,0,0,43,1,38912,15,66459,1,0,8,7736788,818,0,0,0,0,0,0,0,0,7,86,90330720,2,0,0,0,0,0,0,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:25:34Z,644,0,0,0,0,0,3386769,4757,240133,264,0,0,0,0,0,2795,22,0,0,0,0,0,1364,22,12,0,14,5,26,1433,11,0,0,0,0, ,0,0,0,0,0,0,1285,5,0,0,12889742595,22,12889664510,1,9,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1634397933670,3145728,0,0,0,51,1,8,1,7,1,0,0,3,2,0,0,51,1,61440,22,78207,1,0,14,9079698,955,0,0,0,0,0,0,0,0,7,75,91915744,4,0,0,0,0,0,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:27:36Z,644,0,0,0,0,0,4037773,4757,891293,108,0,0,0,0,0,8973,82,0,0,0,0,0,4424,82,15,0,28,22,67,4552,11,0,0,0,0, ,0,0,0,0,0,0,4443,9,0,0,12891579629,23,12891329880,1,39,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1634398055854,3145728,0,0,0,137,1,6,1,8,1,0,0,3,2,0,0,137,1,234496,78,249871,1,0,66,19346734,2089,0,0,0,0,0,0,0,0,8,80,54051536,2,0,0,0,0,0,0,9144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:28:36Z,3086,0,0,0,0,0,8385955,4757,5236517,624,0,0,0,0,0,15011,266,0,0,0,0,0,0,391,16,0,28,21,306,4975,521,0,0,0,0, ,0,0,0,0,0,0,14889,0,0,0,12891579629,23,12891329880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634398055854,3145728,0,0,0,1644,4388,23188,4388,5,4388,0,0,3,4388,0,0,1644,4,1486848,726,49301,179,0,786,7466661,1709,1524120,4209,0,0,0,0,0,0,20,79,69640576,1,0,0,0,0,0,0,14506,0,0,0,1,0,0,0,102,0,6,0,178,0,0,0,0,0,0,0,0,0,0,10546,0,4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:34:21Z,644,0,0,0,0,0,4805817,4757,1659229,216,0,0,0,0,0,12309,151,0,0,0,0,0,6074,151,16,0,33,30,129,6237,11,0,0,0,0, ,0,0,0,0,0,0,6172,16,0,0,12894018914,24,12893688844,1,98,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1634398461366,3145728,0,0,0,243,1,15,1,8,1,0,0,3,2,0,0,243,1,581632,163,330192,1,0,139,27206385,2709,0,0,0,0,0,0,0,0,7,78,116798760,2,0,0,0,0,0,0,12543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:35:21Z,3125,0,0,0,0,0,8644606,5253,5495021,732,0,0,0,0,0,14718,213,0,0,0,0,0,0,412,16,0,33,31,321,3870,442,0,0,0,0, ,0,0,0,0,0,0,14604,0,0,0,12894018914,24,12893688844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634398461366,3145728,0,0,0,1427,4848,25847,4847,7,4848,0,0,3,4848,0,0,1427,4,1150976,562,11196,61,0,703,6770996,1574,1709054,4789,0,0,0,0,0,0,16,75,120870136,1,0,0,0,0,0,0,12749,0,0,0,0,0,0,0,86,0,6,0,154,0,0,0,0,0,0,0,0,0,0,9787,0,4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:36:21Z,3590,0,0,0,0,0,10041091,5377,6891041,732,0,0,0,0,0,15957,7,0,0,0,0,0,0,465,16,0,33,30,316,4780,80,0,0,0,0, ,0,0,0,0,0,0,15232,0,0,0,12894018914,24,12893688844,0,0,0,0,0,0,1,0,0,0,0,0,24120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634398461366,3145728,0,0,0,92,4978,26704,4978,0,4978,0,0,3,4978,0,0,92,4,290816,79,9652,61,0,7,9944671,720,1701490,4917,0,0,0,0,0,0,13,32,128203520,1,0,0,0,0,0,0,14435,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10242,0,4966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:37:21Z,4055,0,0,0,0,0,11265024,5377,8114617,624,0,0,0,0,0,14650,5,0,0,0,0,0,0,513,16,0,33,29,312,4249,91,0,0,0,0, ,0,0,0,0,0,0,14595,0,0,0,12894018914,24,12893688844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634398461366,3145728,0,0,0,98,4372,23680,4373,0,4372,0,0,3,4373,0,0,98,4,159744,78,31206,66,0,5,81980,25,1559536,4306,0,0,0,0,0,0,13,32,101732064,1,0,0,0,0,0,0,12895,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10219,0,4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:38:21Z,4520,0,0,0,0,0,12788369,5377,9637497,624,0,0,0,0,0,17186,2,0,0,0,0,0,0,570,17,0,33,29,306,4453,55,0,0,0,0, ,0,0,0,0,0,0,17129,0,0,0,12894018914,24,12893688844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634398461366,3145728,0,0,0,58,5570,30511,5570,0,5570,0,0,3,5570,0,0,58,4,116736,57,7714,52,0,2,18689,3,1998582,5518,0,0,0,0,0,0,11,32,116822752,1,0,0,0,0,0,0,14501,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11541,0,5557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:39:21Z,4985,0,0,0,0,0,14279926,5501,11128589,624,0,0,0,0,0,15055,8,0,0,0,0,0,0,625,18,0,33,28,297,3906,113,0,0,0,0, ,0,0,0,0,0,0,14947,0,0,0,12894018914,24,12893688844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634398461366,3145728,0,0,0,126,5186,28134,5186,0,5186,0,0,3,5186,0,0,126,4,155648,76,10349,58,0,8,154071,58,1782627,5128,0,0,0,0,0,0,11,29,80103424,1,0,0,0,0,0,0,13071,0,0,0,1,0,1,0,62,0,2,0,100,0,0,0,0,0,0,0,0,0,0,9791,0,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:40:21Z,5450,0,0,0,0,0,15348455,5501,12196653,624,0,0,0,0,0,12794,1,0,0,0,0,0,0,666,18,0,33,28,293,3706,53,0,0,0,0, ,0,0,0,0,0,0,12747,0,0,0,12894018914,24,12893688844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634398461366,3145728,0,0,0,55,3931,32142,3931,0,3931,0,0,3,3931,0,0,55,4,112640,55,26767,49,0,1,7318,1,1422494,3882,0,0,0,0,0,0,12,38,95290976,2,0,0,0,0,0,0,11365,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8807,0,3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:41:22Z,5954,0,0,0,0,0,16763423,5997,13611117,624,0,0,0,0,0,16271,5,0,0,0,0,0,0,720,18,0,33,28,293,4717,35,0,0,0,0, ,0,0,0,0,0,0,16215,0,0,0,12894018914,24,12893688844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634398461366,3145728,0,0,0,44,5028,27571,5028,2,5028,0,0,3,5029,0,0,44,4,77824,38,5172,36,0,5,50987,12,1850190,4993,0,0,0,0,0,0,14,32,129161888,2,0,0,0,0,0,0,14490,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11176,0,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:42:22Z,6884,0,0,0,0,0,18038577,5997,14885341,624,0,0,0,0,0,15049,4,0,0,0,0,0,0,767,19,0,33,28,291,4390,55,0,0,0,0, ,0,0,0,0,0,0,14992,0,0,0,12894018914,24,12893688844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634398461366,3145728,0,0,0,61,4607,26358,4607,0,4607,0,0,3,4607,0,0,61,4,114688,56,7083,47,0,4,36199,9,1613264,4560,0,0,0,0,0,0,14,35,80886672,2,0,0,0,0,0,0,13413,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10379,0,4594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16T15:43:22Z,8279,0,0,0,0,0,19579984,5997,16425245,732,0,0,0,0,0,16520,7,0,0,0,0,0,0,827,20,0,33,28,291,4483,93,0,0,0,0, ,0,0,0,0,0,0,16420,0,0,0,12894018914,24,12893688844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634398461366,3145728,0,0,0,104,5381,28868,5380,0,5381,0,0,3,5380,0,0,104,4,102400,50,8689,44,0,7,158986,61,1978994,5337,0,0,0,0,0,0,13,35,155721488,1,0,0,0,0,0,0,14419,0,0,0,0,0,0,0,62,0,2,0,100,0,0,0,0,0,0,0,0,0,0,11067,0,5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
